Part Number,Type,Bore (d) mm,OD (D) mm,Width (T) mm,Weight (kg),C Load,C0 Load,Max RPM,Price (GBP),Price (INR),Price (USD)
323396XS/323549XC,C,396.875,549.275,85,56,23545,16950,1200,N/A,N/A,N/A
307506/307636C,C,506,636,80,56,24760,17060,1000,N/A,N/A,N/A
307506/307636,Plain,506,636,80,55,24760,17060,1000,N/A,N/A,N/A
380330X/380482XC,C,330.2,482.6,85.72,50.5,27265,17140,1400,N/A,N/A,N/A
380330X/380482X,Plain,330.2,482.6,85.72,49.5,27265,17140,1400,43707.41,8741482,55508.41
323406XS/323549XC,C,406.4,549.275,85,47.97,23545,16950,1200,N/A,N/A,N/A
323406XS/323549X,Plain,406.4,549.275,85,46.5,23545,16950,1200,48181.94,9636388,61191.06
300457X/300596XC,C,457.2,596.9,80,46,23805,14950,1100,N/A,N/A,N/A
300457X/300596X,Plain,457.2,596.9,80,45,23805,14950,1100,49534.77,9906954,62909.15
303371X/303508XCS,Plain,371.475,508,80,45,21150,11340,1300,N/A,N/A,N/A
303381X/303508XC,C,381,508,80,38,21150,11340,1300,N/A,N/A,N/A
303381X/303508X,Plain,381,508,80,36.8,21150,11340,1300,34124.71,6824942,43338.37
320275/320406XC,C,275,406.4,78,32.54,19660,10400,1600,N/A,N/A,N/A
320275/320406X,Plain,275,406.4,78,31.71,19660,10400,1600,32828.97,6565794,41692.79
320280X/320406XC,C,280.194,406.4,78,31.16,19660,10400,1600,N/A,N/A,N/A
320280X/320406X,Plain,280.194,406.4,78,30.33,19660,10400,1600,32828.97,6565794,41692.79
282355X/282482XC,C,355.6,482.6,60.32,26.2,13925,13240,1400,N/A,N/A,N/A
282355X/282482X,Plain,355.6,482.6,60.32,25.5,13925,13240,1400,43831.12,8766224,55665.52
382254X/382400XC,C,254,400.05,57.15,24.86,14105,7230,1700,N/A,N/A,N/A
382254X/382400X,Plain,254,400.05,57.15,24.1,14105,7230,1700,33007.17,6601434,41919.11
284215X/284355XC,C,215.9,355.6,68.26,22.9,13910,9295,1900,N/A,N/A,N/A
284228X/284355XC,C,228.6,355.6,68.26,22.9,13910,9295,1900,N/A,N/A,N/A
284215X/284355X,Plain,215.9,355.6,68.26,22.4,13910,9295,1900,N/A,N/A,N/A
284228X/284355X,Plain,228.6,355.6,68.26,22.4,13910,9295,1900,N/A,N/A,N/A
284234X/284355XC,C,234.95,355.6,68.26,21.66,13910,9295,1900,N/A,N/A,N/A
284234X/284355X,Plain,234.95,355.6,68.26,21.16,13910,9295,1900,16971.39,3394278,21553.68
232431X/232533XC,C,431.8,533.4,50.8,20.8,12170,8365,1200,N/A,N/A,N/A
232431X/232533X,Plain,431.8,533.4,50.8,20,12170,8365,1200,47375.14,9475028,60166.43
283203X/283317XC,C,203.2,317.5,63.5,17.34,12875,7715,2100,N/A,N/A,N/A
283203X/283317X,Plain,203.2,317.5,63.5,16.84,12875,7715,2100,15165.87,3033174,19260.65
283210/283317XC,C,210,317.5,63.5,16.04,12875,7715,2100,N/A,N/A,N/A
283203X/283310C,C,203.2,310,63.5,15.9,12875,7715,2100,15513.2,3102640,19701.77
283210/283317X,Plain,210,317.5,63.5,15.54,12875,7715,2100,15165.87,3033174,19260.65
283203X/283310,Plain,203.2,310,63.5,15.5,12875,7715,2100,15165.87,3033174,19260.65
280177X/280288XC,C,177.8,288.925,63.5,15,12105,6580,2300,N/A,N/A,N/A
280177X/280288X,Plain,177.8,288.925,63.5,14.6,12105,6580,2300,N/A,N/A,N/A
283210/283310C,C,210,310,63.5,14.6,12875,7715,2100,15513.2,3102640,19701.77
152338X/152419X,Plain,338.138,419.1,36.5,14.4,6140,3815,1500,N/A,N/A,N/A
283210/283310,Plain,210,310,63.5,14.2,12875,7715,2100,15165.87,3033174,19260.65
152338X/152419X,Plain,338.138,419.1,36.5,14.2,6140,3815,1500,N/A,N/A,N/A
244230/244330C,C,230,330,52.4,13,9115,6460,1900,12387.43,2477486,15732.04
244230/244330,Plain,230,330,52.4,12.5,9115,6460,1900,12155.84,2431168,15437.92
281152X/281254XC,C,152.4,254,66.67,12.13,10920,5280,2600,N/A,N/A,N/A
281152X/281266XC,C,152.4,266.7,66.67,12.13,10920,5280,2600,N/A,N/A,N/A
281155X/281254XC,C,155.575,254,66.67,12.13,10920,5280,2600,N/A,N/A,N/A
281155X/281266XC,C,155.575,266.7,66.67,12.13,10920,5280,2600,N/A,N/A,N/A
244234X/244330C,C,234.95,330,52.4,12.1,9115,6460,1900,12387.43,2477486,15732.04
244234X/244330,Plain,234.95,330,52.4,11.95,9115,6460,1900,12155.84,2431168,15437.92
244230/244327XC,C,230,327.025,52.4,11.9,9115,6460,1900,N/A,N/A,N/A
281152X/281254X,Plain,152.4,254,66.67,11.765,10920,5280,2600,5950.99,1190198,7557.76
281152X/281266X,Plain,152.4,266.7,66.67,11.765,10920,5280,2600,N/A,N/A,N/A
281155X/281254X,Plain,155.575,254,66.67,11.765,10920,5280,2600,N/A,N/A,N/A
281155X/281266X,Plain,155.575,266.7,66.67,11.765,10920,5280,2600,N/A,N/A,N/A
244230/244327X,Plain,230,327.025,52.4,11.65,9115,6460,1900,12155.84,2431168,15437.92
244234X/244327XC,C,234.95,327.025,52.4,11.1,9115,6460,1900,N/A,N/A,N/A
244234X/244327X,Plain,234.95,327.025,52.4,10.8,9115,6460,1900,12155.84,2431168,15437.92
240139X/240241XC,C,139.7,241.3,57.15,10.05,8385,4060,2900,N/A,N/A,N/A
240139X/240241X,Plain,139.7,241.3,57.15,9.74,8385,4060,2900,3726.24,745248,4732.32
240149X/240241X,Plain,149.225,241.3,57.15,9.74,8385,4060,2900,3726.24,745248,4732.32
240145/240241XC,C,145,241.3,57.15,9.51,8385,4060,2900,N/A,N/A,N/A
240149X/240241XC,C,149.225,241.3,57.15,9.51,8385,4060,2900,N/A,N/A,N/A
242190X/242282XC,C,190.5,282.575,50.8,9.35,8000,4645,2300,N/A,N/A,N/A
240145/240241X,Plain,145,241.3,57.15,9.2,8385,4060,2900,3726.24,745248,4732.32
206190X/206290C,C,190.5,290,47,9.1,7795,5360,2200,4982.47,996494,6327.74
206210/206290C,C,210,290,47,9.1,7795,5360,2200,4827.14,965428,6130.47
242190X/242282X,Plain,190.5,282.575,50.8,9,8000,4645,2300,5644.94,1128988,7169.07
206190X/206290,Plain,190.5,290,47,8,7795,5360,2200,4307.39,861478,5470.39
206210/206290,Plain,210,290,47,8,7795,5360,2200,4307.39,861478,5470.39
186165X/186254XC,C,165.1,254,46.03,7.35,6155,4460,2600,N/A,N/A,N/A
186170/186254XC,C,170,254,46.03,7.35,6155,4460,2600,N/A,N/A,N/A
186177X/186254XC,C,177.8,254,46.03,7.35,6155,4460,2600,N/A,N/A,N/A
204190/204266XC,C,190,266.7,47.62,7.2,7440,4695,2400,N/A,N/A,N/A
204190X/204266XC,C,190.5,266.7,47.62,7.2,7440,4695,2400,N/A,N/A,N/A
186165X/186254X,Plain,165.1,254,46.03,7.1,6155,4460,2600,N/A,N/A,N/A
186170/186254X,Plain,170,254,46.03,7.1,6155,4460,2600,6655.33,1331066,8452.27
186177X/186254X,Plain,177.8,254,46.03,7.1,6155,4460,2600,N/A,N/A,N/A
203145/203256C,C,145,256,47.63,7.01,6725,3605,2700,N/A,N/A,N/A
203156/203235C,C,156,235,47.62,7.01,6725,3605,2700,2819.87,563974,3581.24
204190/204266X,Plain,190,266.7,47.62,7,7440,4695,2400,N/A,N/A,N/A
204190X/204266X,Plain,190.5,266.7,47.62,7,7440,4695,2400,N/A,N/A,N/A
203145/203235,Plain,145,256,47.62,6.82,6725,3605,2700,2676.72,535344,3399.43
203156/203235,Plain,156,235,47.62,6.82,6725,3605,2700,2676.72,535344,3399.43
200127X/200215XC,C,127,215.9,47.62,6.58,6125,2965,3100,N/A,N/A,N/A
200127X/200215,Plain,127,215,47.62,6.4,6125,2965,3100,N/A,N/A,N/A
200127X/200215X,Plain,127,215.9,47.62,6.4,6125,2965,3100,2660.53,532106,3378.87
200133X/200215,Plain,133.35,215,47.62,6.4,6125,2965,3100,N/A,N/A,N/A
200136X/200215,Plain,136.525,215,47.62,6.4,6125,2965,3100,N/A,N/A,N/A
200139X/200215,Plain,139.7,215,47.62,6.4,6125,2965,3100,N/A,N/A,N/A
200139X/200215X,Plain,139.7,215.9,47.62,6.4,6125,2965,3100,N/A,N/A,N/A
200127X/200215C,C,127,215,47.63,6.055,6125,2965,3100,N/A,N/A,N/A
200133X/200215C,C,133.35,215,47.63,6.055,6125,2965,3100,N/A,N/A,N/A
200133X/200215XC,C,133.35,215.9,47.62,6.055,6125,2965,3100,N/A,N/A,N/A
200136X/200215C,C,136.525,215,47.63,6.055,6125,2965,3100,N/A,N/A,N/A
200139X/200215C,C,139.7,215,47.63,6.055,6125,2965,3100,N/A,N/A,N/A
200139X/200215XC,C,139.7,215.9,47.63,6.055,6125,2965,3100,N/A,N/A,N/A
200133X/200215X,Plain,133.35,215.9,47.62,5.875,6125,2965,3100,2611.15,522230,3316.16
200136X/200215XC,C,136.525,215.9,47.62,5.795,6125,2965,3100,N/A,N/A,N/A
200136X/200215X,Plain,136.525,215.9,47.62,5.615,6125,2965,3100,2639.44,527888,3352.09
187185/187258C,C,185,258,46,5.4,6300,4760,2500,9294.02,1858804,11803.41
183152X/183222XC,C,152.4,222.25,46.82,5.31,5605,3575,3000,N/A,N/A,N/A
187185/187258,Plain,185,258,46,5.3,6300,4760,2500,9085.01,1817002,11537.97
183152X/183222X,Plain,152.4,222.25,46.82,5.1,5605,3575,3000,2640.25,528050,3353.12
180100/180170C,C,100,170,47.63,5.02,4645,2240,3900,1654.07,330814,2100.67
180100/180180XC,C,100,180.975,47.63,5.02,4645,2240,3900,N/A,N/A,N/A
180100/180190C,C,100,190,47.62,5.02,4645,2240,3900,N/A,N/A,N/A
180101X/180170C,C,101.6,170,47.63,5.02,4645,2240,3900,1654.07,330814,2100.67
180101X/180180C,C,101.6,180,47.63,5.02,4645,2240,3900,1854.17,370834,2354.79
180105/180170C,C,105,170,47.63,5.02,4645,2240,3900,1833.54,366708,2328.59
180105/180180C,C,105,180,47.63,5.02,4645,2240,3900,N/A,N/A,N/A
180101X/180190C,C,101.6,190,47.62,5,4645,2240,3900,N/A,N/A,N/A
180100/180170,Plain,100,170,47.62,4.9,4645,2240,3900,1618.21,323642,2055.13
180100/180180X,Plain,100,180.975,47.62,4.9,4645,2240,3900,1792.18,358436,2276.07
180100/180190,Plain,100,190,47.62,4.9,4645,2240,3900,N/A,N/A,N/A
180101X/180170,Plain,101.6,170,47.62,4.9,4645,2240,3900,1618.21,323642,2055.13
180101X/180180,Plain,101.6,180,47.62,4.9,4645,2240,3900,1826.55,365310,2319.72
180105/180170,Plain,105,170,47.62,4.9,4645,2240,3900,1812.81,362562,2302.27
180105/180180,Plain,105,180,47.62,4.9,4645,2240,3900,N/A,N/A,N/A
180101X/180190,Plain,101.6,190,47.62,4.88,4645,2240,3900,N/A,N/A,N/A
181111X/181190XC,C,111.125,190.5,47.62,4.85,4810,2495,3600,N/A,N/A,N/A
181111X/181190C,C,111.125,190,47.62,4.78,4810,2495,3600,1884.47,376894,2393.27
163150/163210C,C,150,210,38,4.78,4710,3185,3000,8185.17,1637034,10395.17
180105/180190C,C,105,190,47.62,4.77,4645,2240,3900,N/A,N/A,N/A
181111X/181190X,Plain,111.125,190.5,47.62,4.67,4810,2495,3600,N/A,N/A,N/A
180101X/180180XC,C,101.6,180.975,47.62,4.67,4645,2240,3900,N/A,N/A,N/A
180105/180190,Plain,105,190,47.62,4.65,4645,2240,3900,N/A,N/A,N/A
181111X/181190,Plain,111.125,190,47.62,4.63,4810,2495,3600,1919.59,383918,2437.88
181111X/181200X,Plain,111.125,200.025,47.62,4.63,4810,2495,3600,N/A,N/A,N/A
181115/181200X,Plain,115,200.025,47.62,4.63,4810,2495,3600,N/A,N/A,N/A
181118/181200X,Plain,118,200.025,47.62,4.63,4810,2495,3600,N/A,N/A,N/A
180100/180180C,C,100,180,47.62,4.625,4645,2240,3900,N/A,N/A,N/A
181115/181190XC,C,115,190.5,47.62,4.595,4810,2495,3600,N/A,N/A,N/A
180101X/180180X,Plain,101.6,180.975,47.62,4.55,4645,2240,3900,N/A,N/A,N/A
181115/181190C,C,115,190,47.62,4.53,4810,2495,3600,N/A,N/A,N/A
180100/180180,Plain,100,180,47.62,4.505,4645,2240,3900,N/A,N/A,N/A
180105/180180XC,C,105,180.975,47.62,4.44,4645,2240,3900,N/A,N/A,N/A
181115/181190X,Plain,115,190.5,47.62,4.42,4810,2495,3600,1870.21,374042,2375.16
181115/181190,Plain,115,190,47.62,4.38,4810,2495,3600,N/A,N/A,N/A
180105/180180X,Plain,105,180.975,47.62,4.32,4645,2240,3900,1812.89,362578,2302.37
181118/181190XC,C,118,190.5,47.62,4.29,4810,2495,3600,N/A,N/A,N/A
181118/181190C,C,118,190,47.62,4.23,4810,2495,3600,N/A,N/A,N/A
184120/184190C,C,120,190,47.62,4.22,4955,2695,3500,1601.35,320270,2033.71
184120/184190XC,C,120,190.5,47.63,4.22,4955,2695,3500,N/A,N/A,N/A
184120/184199C,C,120,199,47.63,4.22,4955,2695,3500,N/A,N/A,N/A
184120/184200C,C,120,200,47.63,4.22,4955,2695,3500,N/A,N/A,N/A
141101X/141165XC,C,101.6,165.1,36.52,4.15,3345,1990,3900,N/A,N/A,N/A
141107X/141165XC,C,107.95,165.1,36.52,4.15,3345,1990,3900,N/A,N/A,N/A
181118/181190X,Plain,118,190.5,47.62,4.12,4810,2495,3600,1919.59,383918,2437.88
181118/181190,Plain,118,190,47.62,4.08,4810,2495,3600,N/A,N/A,N/A
181111X/181180XC,C,111.125,180.975,47.62,4.08,4810,2495,3600,N/A,N/A,N/A
181111X/181200XC,C,111.125,200.025,47.63,4.08,4810,2495,3600,N/A,N/A,N/A
181115/181200XC,C,115,200.025,47.63,4.08,4810,2495,3600,N/A,N/A,N/A
181118/181200XC,C,118,200.025,47.63,4.08,4810,2495,3600,N/A,N/A,N/A
184120/184190,Plain,120,190,47.62,4.05,4955,2695,3500,1589.47,317894,2018.62
184120/184190X,Plain,120,190.5,47.62,4.05,4955,2695,3500,N/A,N/A,N/A
184120/184199,Plain,120,199,47.62,4.05,4955,2695,3500,N/A,N/A,N/A
184120/184200,Plain,120,200,47.62,4.05,4955,2695,3500,N/A,N/A,N/A
161140/161200C,C,140,200,38.15,4.05,4565,2940,3100,3939.25,787850,5002.86
161140/161200XC,C,140,200.025,38.15,4.05,4565,2940,3100,N/A,N/A,N/A
161142X/161200C,C,142.875,200,38.15,4.05,4565,2940,3100,N/A,N/A,N/A
161142X/161200XC,C,142.875,200.025,38.15,4.05,4565,2940,3100,N/A,N/A,N/A
181111X/181180X,Plain,111.125,180.975,47.62,3.95,4810,2495,3600,1898.35,379670,2410.9
210085/210170C,C,85,170,45.5,3.95,5460,2630,4200,1825.58,365116,2318.49
210090/210170C,C,90,170,45.5,3.95,5460,2630,4200,N/A,N/A,N/A
210095/210170C,C,95,170,45.5,3.95,5460,2630,4200,1825.58,365116,2318.49
141101X/141165X,Plain,101.6,165.1,36.52,3.9,3345,1990,3900,N/A,N/A,N/A
141107X/141165X,Plain,107.95,165.1,36.52,3.9,3345,1990,3900,1644.41,328882,2088.41
164127X/164196XC,C,127,196.85,37.93,3.9,4445,2735,3400,N/A,N/A,N/A
164127X/164200XC,C,127,200.025,37.93,3.9,4445,2735,3400,N/A,N/A,N/A
164133X/164196XC,C,133.35,196.85,37.93,3.9,4445,2735,3400,N/A,N/A,N/A
164133X/164200XC,C,133.35,200.025,37.93,3.9,4445,2735,3400,N/A,N/A,N/A
210085/210170,Plain,85,170,45.5,3.85,5460,2630,4200,1666.09,333218,2115.94
210090/210170,Plain,90,170,45.5,3.85,5460,2630,4200,N/A,N/A,N/A
210095/210170,Plain,95,170,45.5,3.85,5460,2630,4200,1666.09,333218,2115.94
181115/181180XC,C,115,180.975,47.62,3.83,4810,2495,3600,N/A,N/A,N/A
181115/181180X,Plain,115,180.975,47.62,3.7,4810,2495,3600,1849.12,369824,2348.39
164127X/164196X,Plain,127,196.85,37.93,3.7,4445,2735,3400,N/A,N/A,N/A
164127X/164200X,Plain,127,200.025,37.93,3.7,4445,2735,3400,N/A,N/A,N/A
164133X/164196X,Plain,133.35,196.85,37.93,3.7,4445,2735,3400,1973.72,394744,2506.62
164133X/164200X,Plain,133.35,200.025,37.93,3.7,4445,2735,3400,N/A,N/A,N/A
181118/181180XC,C,118,180.975,47.62,3.62,4810,2495,3600,N/A,N/A,N/A
181118/181180X,Plain,118,180.975,47.62,3.49,4810,2495,3600,1898.35,379670,2410.9
163150/163210,Plain,150,210,38,3.4,4710,3185,3000,8037.93,1607586,10208.18
161140/161200,Plain,140,200,38.15,3.33,4565,2940,3100,4296.48,859296,5456.53
161140/161200X,Plain,140,200.025,38.15,3.33,4565,2940,3100,N/A,N/A,N/A
161142X/161200,Plain,142.875,200,38.15,3.33,4565,2940,3100,N/A,N/A,N/A
161142X/161200X,Plain,142.875,200.025,38.15,3.33,4565,2940,3100,N/A,N/A,N/A
32024,Plain,120,180,38,3.25,4267,2625,3200,N/A,N/A,N/A
32022,Plain,110,170,38,3,3345,1990,3400,N/A,N/A,N/A
115177X/115227XC,C,177.8,227.013,30.16,2.75,3450,1770,2700,N/A,N/A,N/A
115177X/115227X,Plain,177.8,227.013,30.16,2.64,3450,1770,2700,N/A,N/A,N/A
32021,Plain,105,160,35,2.4,2900,1466,3600,N/A,N/A,N/A
160090/160152XC,C,90,152.4,38.1,2.4,3700,1785,4300,N/A,N/A,N/A
160090/160158XC,C,90,158.75,38.1,2.4,3700,1785,4300,N/A,N/A,N/A
160090/160160C,C,90,160,38.1,2.4,3700,1785,4300,N/A,N/A,N/A
160090/160161XC,C,90,161.925,38.1,2.4,3700,1785,4300,N/A,N/A,N/A
160098X/160152XC,C,98.425,152.4,38.1,2.4,3700,1785,4300,N/A,N/A,N/A
160098X/160158XC,C,98.425,158.75,38.1,2.4,3700,1785,4300,N/A,N/A,N/A
160098X/160160C,C,98.425,160,38.1,2.4,3700,1785,4300,N/A,N/A,N/A
160098X/160161XC,C,98.425,161.925,38.1,2.4,3700,1785,4300,N/A,N/A,N/A
160090/160152X,Plain,90,152.4,38.1,2.3,3700,1785,4300,N/A,N/A,N/A
160090/160158X,Plain,90,158.75,38.1,2.3,3700,1785,4300,N/A,N/A,N/A
160090/160160,Plain,90,160,38.1,2.3,3700,1785,4300,N/A,N/A,N/A
160090/160161X,Plain,90,161.925,38.1,2.3,3700,1785,4300,N/A,N/A,N/A
160098X/160152X,Plain,98.425,152.4,38.1,2.3,3700,1785,4300,1289.13,257826,1637.2
160098X/160158X,Plain,98.425,158.75,38.1,2.3,3700,1785,4300,N/A,N/A,N/A
160098X/160160,Plain,98.425,160,38.1,2.3,3700,1785,4300,N/A,N/A,N/A
160098X/160161X,Plain,98.425,161.925,38.1,2.3,3700,1785,4300,N/A,N/A,N/A
131090/131150C,C,90,150,35,2.29,2600,1630,4400,N/A,N/A,N/A
131090/131152XC,C,90,152.4,35,2.29,2600,1630,4400,N/A,N/A,N/A
131090/131158XC,C,90,158.75,35,2.29,2600,1630,4400,N/A,N/A,N/A
131092X/131150C,C,92.075,150,35,2.29,2600,1630,4400,N/A,N/A,N/A
131092X/131152XC,C,92.075,152.4,35,2.29,2600,1630,4400,N/A,N/A,N/A
131092X/131158XC,C,92.075,158.75,35,2.29,2600,1630,4400,N/A,N/A,N/A
131093X/131150C,C,93.663,150,35,2.29,2600,1630,4400,N/A,N/A,N/A
131093X/131152XC,C,93.663,152.4,35,2.29,2600,1630,4400,N/A,N/A,N/A
131093X/131158XC,C,93.663,158.75,35,2.29,2600,1630,4400,N/A,N/A,N/A
131095/131150C,C,95,150,35,2.29,2600,1630,4400,N/A,N/A,N/A
131095/131158XC,C,95,158.75,35,2.29,2600,1630,4400,N/A,N/A,N/A
131097/131150C,C,97,150,35,2.29,2600,1630,4400,N/A,N/A,N/A
131097/131158XC,C,97,158.75,35,2.29,2600,1630,4400,N/A,N/A,N/A
131093X/131152X,Plain,93.663,152.4,35,2.14,2600,1630,4400,1275.24,255048,1619.55
140080/140140C,C,80,140,36.5,2.14,2925,1410,4900,1185.55,237110,1505.65
131095/131152XC,C,95,152.4,35,2.14,2600,1630,4400,N/A,N/A,N/A
329326,Plain,130,180,32,2.1,3720,1915,3000,N/A,N/A,N/A
131090/131150,Plain,90,150,35,2.08,2600,1630,4400,N/A,N/A,N/A
131090/131152X,Plain,90,152.4,35,2.08,2600,1630,4400,1289.13,257826,1637.2
131090/131158X,Plain,90,158.75,35,2.08,2600,1630,4400,N/A,N/A,N/A
131092X/131150,Plain,92.075,150,35,2.08,2600,1630,4400,N/A,N/A,N/A
131092X/131152X,Plain,92.075,152.4,35,2.08,2600,1630,4400,1282.23,256446,1628.43
131092X/131158X,Plain,92.075,158.75,35,2.08,2600,1630,4400,N/A,N/A,N/A
131093X/1311500,Plain,93.663,150,35,2.08,2600,1630,4400,N/A,N/A,N/A
131093X/131158X,Plain,93.663,158.75,35,2.08,2600,1630,4400,N/A,N/A,N/A
131095/131150,Plain,95,150,35,2.08,2600,1630,4400,N/A,N/A,N/A
131095/131152X,Plain,95,152.4,35,2.08,2600,1630,4400,1275.24,255048,1619.55
131095/131158X,Plain,95,158.75,35,2.08,2600,1630,4400,N/A,N/A,N/A
131097/131150,Plain,97,150,35,2.08,2600,1630,4400,N/A,N/A,N/A
131097/131158X,Plain,97,158.75,35,2.08,2600,1630,4400,N/A,N/A,N/A
131097/131152XC,C,97,152.4,35,2.06,2600,1630,4400,N/A,N/A,N/A
140080/140140,Plain,80,140,36.5,2.04,2925,1410,4900,1185.55,237110,1505.65
140082X/140140C,C,82.55,140,36.5,2.04,2925,1410,4900,1185.55,237110,1505.65
131097/131152X,Plain,97,152.4,35,2,2600,1630,4400,1254.38,250876,1593.06
140082X/140140,Plain,82.55,140,36.5,1.94,2925,1410,4900,1185.55,237110,1505.65
140085/140140C,C,85,140,36.5,1.94,2925,1410,4900,1171.88,234376,1488.29
32020,Plain,100,150,32,1.9,2780,1405,3800,N/A,N/A,N/A
126080X/126133X,Plain,80.962,133.35,30.16,1.85,2335,1425,4900,N/A,N/A,N/A
126080X/126136X,Plain,80.962,136.525,30.16,1.85,2335,1425,4900,N/A,N/A,N/A
126082X/126133X,Plain,82.55,133.35,30.16,1.85,2335,1425,4900,N/A,N/A,N/A
126082X/126136X,Plain,82.55,136.525,30.16,1.85,2335,1425,4900,N/A,N/A,N/A
126084X/126133X,Plain,84.138,133.35,30.16,1.85,2335,1425,4900,N/A,N/A,N/A
126084X/126136X,Plain,84.138,136.525,30.16,1.85,2335,1425,4900,N/A,N/A,N/A
126085X/126133X,Plain,85.725,133.35,30.16,1.85,2335,1425,4900,N/A,N/A,N/A
126085X/126136X,Plain,85.725,136.525,30.16,1.85,2335,1425,4900,N/A,N/A,N/A
126088X/126133X,Plain,88.9,133.35,30.16,1.85,2335,1425,4900,N/A,N/A,N/A
126088X/126136X,Plain,88.9,136.525,30.16,1.85,2335,1425,4900,N/A,N/A,N/A
117090/117133XC,C,90,133.35,30.16,1.85,2175,1315,4800,N/A,N/A,N/A
140085/140140,Plain,85,140,36.5,1.84,2925,1410,4900,1171.88,234376,1488.29
32019,Plain,95,145,32,1.8,2538,1283,4000,N/A,N/A,N/A
117090/117133X,Plain,90,133.35,30.16,1.76,2175,1315,4800,1220,244000,1549.39
32018,Plain,90,140,32,1.75,2175,1100,4200,N/A,N/A,N/A
135069X/135120C,C,69.85,120,38.1,1.73,2820,1405,5700,1085.69,217138,1378.83
126080X/126133XC,C,80.962,133.35,30.16,1.73,2335,1425,4900,N/A,N/A,N/A
126082X/126133XC,C,82.55,133.35,30.16,1.73,2335,1425,4900,N/A,N/A,N/A
126082X/126136XC,C,82.55,136.525,30.16,1.73,2335,1425,4900,N/A,N/A,N/A
135069X/135120,Plain,69.85,120,38.1,1.67,2820,1405,5700,1114.8,222960,1415.79
126084X/126133XC,C,84.138,133.35,30.16,1.65,2335,1425,4900,N/A,N/A,N/A
126084X/126136XC,C,84.138,136.525,30.16,1.65,2335,1425,4900,N/A,N/A,N/A
105115/105165C,C,115,165,28,1.625,2490,1205,3900,N/A,N/A,N/A
105120/105165C,C,120,165,28,1.625,2490,1205,3900,1616.12,323224,2052.47
133075/133127C,C,75,127,33.25,1.62,2365,1260,5300,N/A,N/A,N/A
133075/133130C,C,75,130,33.25,1.62,2365,1260,5300,1158,231600,1470.67
133075/133133XC,C,75,133.35,33.25,1.62,2365,1260,5300,N/A,N/A,N/A
133075/133136XC,C,75,136.525,33.25,1.62,2365,1260,5300,N/A,N/A,N/A
133076X/133127C,C,76.2,127,33.25,1.62,2365,1260,5300,N/A,N/A,N/A
133076X/133130C,C,76.2,130,33.25,1.62,2365,1260,5300,N/A,N/A,N/A
133076X/133133XC,C,76.2,133.35,33.25,1.62,2365,1260,5300,N/A,N/A,N/A
133076X/133136XC,C,76.2,136.525,33.25,1.62,2365,1260,5300,N/A,N/A,N/A
126085X/126133XC,C,85.725,133.35,30.16,1.6,2335,1425,4900,N/A,N/A,N/A
126085X/126136XC,C,85.725,136.525,30.16,1.6,2335,1425,4900,N/A,N/A,N/A
105115/105165,Plain,115,165,28,1.58,2490,1205,3900,N/A,N/A,N/A
105120/105165,Plain,120,165,28,1.58,2490,1205,3900,1623.33,324666,2061.62
133075/133127,Plain,75,127,33.25,1.56,2365,1260,5300,N/A,N/A,N/A
133075/133130,Plain,75,130,33.25,1.56,2365,1260,5300,1109.81,221962,1409.46
133075/133133X,Plain,75,133.35,33.25,1.56,2365,1260,5300,N/A,N/A,N/A
133075/133136X,Plain,75,136.525,33.25,1.56,2365,1260,5300,N/A,N/A,N/A
133076X/133127,Plain,76.2,127,33.25,1.56,2365,1260,5300,N/A,N/A,N/A
133076X/133130,Plain,76.2,130,33.25,1.56,2365,1260,5300,N/A,N/A,N/A
133076X/133133X,Plain,76.2,133.35,33.25,1.56,2365,1260,5300,N/A,N/A,N/A
133076X/133136X,Plain,76.2,136.525,33.25,1.56,2365,1260,5300,N/A,N/A,N/A
123073X/123120C,C,73.025,120,24.6,1.55,1785,980,5500,N/A,N/A,N/A
123073X/123120XC,C,73.025,120.65,24.6,1.55,1785,980,5500,N/A,N/A,N/A
123073X/123121XC,C,73.025,121.444,24.6,1.55,1785,980,5500,N/A,N/A,N/A
123073X/123123XC,C,73.025,123.825,24.6,1.55,1785,980,5500,N/A,N/A,N/A
123075/123120C,C,75,120,24.6,1.55,1785,980,5500,N/A,N/A,N/A
123075/123120XC,C,75,120.65,24.6,1.55,1785,980,5500,N/A,N/A,N/A
123075/123121XC,C,75,121.444,24.6,1.55,1785,980,5500,N/A,N/A,N/A
123075/123123XC,C,75,123.825,24.6,1.55,1785,980,5500,N/A,N/A,N/A
123076X/123120C,C,76.2,120,24.6,1.55,1785,980,5500,N/A,N/A,N/A
123076X/123120XC,C,76.2,120.65,24.6,1.55,1785,980,5500,N/A,N/A,N/A
123076X/123121XC,C,76.2,121.444,24.6,1.55,1785,980,5500,N/A,N/A,N/A
123076X/123123XC,C,76.2,123.825,24.6,1.55,1785,980,5500,N/A,N/A,N/A
123077X/123120C,C,77.788,120,24.6,1.55,1785,980,5500,N/A,N/A,N/A
123077X/123120XC,C,77.788,120.65,24.6,1.55,1785,980,5500,N/A,N/A,N/A
123077X/123121XC,C,77.788,121.444,24.6,1.55,1785,980,5500,N/A,N/A,N/A
123077X/123123XC,C,77.788,123.825,24.6,1.55,1785,980,5500,N/A,N/A,N/A
32017,Plain,85,130,29,1.5,1607,882,4400,N/A,N/A,N/A
